Item;Category;Price;City;Region;Country
Larado paper plates;Nonfoods; 0.89;Hamburg;Hamburg;Germany
Waffles;Frozen; 0.99;Santiago del Estero;Santiago del Estero;Argentina
Peppers, green only;Produce; 1.39;Seven Rivers;Westmoreland;Jamaica
Orange juice, not from concentrate;Dairy; 1.99;Mill Creek;Oklahoma;United States
Orange juice, not from concentrate;Dairy; 1.99;San Francisco;California;United States
Snack crackers (ritz);Snack; 1.29;Kent City;Michigan;United States
Saltines;Snack; 0.69;Chicago;Illinois;United States
Peppers, tricolor pack;Produce; 1.99;Shanghai;Shanghai;China
Eggs, large;Dairy; 0.89;Lone Pine;California;United States
Bananas;Produce; 0.33;Santiago;Santiago;Dominican Republic
Texas cheese toast;Frozen; 1.49;Fengjie;Sichuan;China
Butter;Dairy; 1.99;Scarborough;Tobago;Trinidad and Tobago
Vegetarian vegetable condensed soup;Canned; 0.43;Jose Leon Suarez;Buenos Aires;Argentina
Broccoli stir fry mixture;Frozen; 0.89;Hechi;Guangxi;China
Cucumber (large);Produce; 0.49;London;Ontario;Canada
Pudding mix, choc/vanilla;Baking; 0.29;Roma;Texas;United States
Spoon size shredded wheat;Cereal; 1.69;Houston;Ohio;United States
Sausage, brown/serve;Frozen; 0.99;Elizabeth;New Jersey;United States
Butter;Dairy; 1.99;Vienna;Georgia;United States
Potatoes, Russett;Produce; 0.89;Glendale;Arizona;United States
L'Oven Fresh white bread;Baked goods; 0.59;Cologne;Nordrhein-Westfalen;Germany
L'Oven Fresh white bread;Baked goods; 0.59;Athens;Attiki;Greece
Eggs, large;Dairy; 0.89;Borden;Indiana;United States
Spoon size shredded wheat;Cereal; 1.69;Seven Rivers;Westmoreland;Jamaica
Tissues;Nonfoods; 0.89;Chicago;Illinois;United States
Celery;Produce; 0.99;Molodesjnaja;Enderby Land;Antarctica
Pudding mix, choc/vanilla;Baking; 0.29;Trondheim;Sor-Trondelag;Norway
Texas cheese toast;Frozen; 1.49;Paris;Arkansas;United States
Single serve fruit/gel bowls;Canned; 1.39;Jerusalem;Yerushalayim  (Jerusalem);Israel
Single serve peach cups;Canned; 1.39;Fengjie;Sichuan;China
L'Oven Fresh white bread;Baked goods; 0.59;Roxborough;Tobago;Trinidad and Tobago
Tyson roasted chicken;Meat; 3.99;Desmet;Idaho;United States
Tyson roasted chicken;Meat; 3.99;Borden;Indiana;United States
Eggs, large;Dairy; 0.89;Graysville;Tennessee;United States
Texas cheese toast;Frozen; 1.49;Wallops Island;Virginia;United States
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Rogersville;Alabama;United States
Cheese, Colby brick;Dairy; 1.49;Douglas City;California;United States
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Douglas City;California;United States
Cinnamon Grahams;Snack; 0.99;Bluff City;Kansas;United States
Applesauce cups (reg/cinnamon);Canned; 0.89;Tokyo;Tokyo;Japan
Belmont chocolate chip cookies;Snack; 1.49;Mount Hope;Ohio;United States
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Molodesjnaja;Enderby Land;Antarctica
Lite drink mix (Crystal Lite);Beverages; 1.89;Plymouth;Tobago;Trinidad and Tobago
Peppers, green only;Produce; 1.39;Jose Leon Suarez;Buenos Aires;Argentina
Milk, 2%;Dairy; 2.69;Montpellier;Languedoc-Roussillon;France
Eggs, large;Dairy; 0.89;Cushing;Texas;United States
Texas cheese toast;Frozen; 1.49;Desmet;Idaho;United States
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Helsinki;Etela-Suomen Laani;Finland
Tissues;Nonfoods; 0.89;Greymouth;West Coast;New Zealand
Single serve peach cups;Canned; 1.39;Tokyo;Tokyo;Japan
Cat litter, scoopable;Nonfoods; 2.99;Hamburg;Hamburg;Germany
Sweetener packets;Baking; 1.49;Thelma;Kentucky;United States
Saltines;Snack; 0.69;Vest;Kentucky;United States
Mushrooms;Produce; 0.99;Mount Hope;Ohio;United States
Single serve peach cups;Canned; 1.39;Jerusalem;Yerushalayim  (Jerusalem);Israel
Sausage, brown/serve;Frozen; 0.99;Cogswell;North Dakota;United States
Broccoli stir fry mixture;Frozen; 0.89;Santiago del Estero;Santiago del Estero;Argentina
Cookies, chocolate sandwich (Oreo);Snack; 0.99;New York;New York;United States
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Haslev;Vestsjalland;Denmark
Broccoli stir fry mixture;Frozen; 0.89;Fengjie;Sichuan;China
Cinnamon Grahams;Snack; 0.99;Chicago;Illinois;United States
Single serve fruit/gel bowls;Canned; 1.39;Djerba;Madanin;Tunisia
Deluxe topping pizza;Frozen; 1.99;Milano;Lombardia;Italy
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Shanghai;Shanghai;China
Single serve peach cups;Canned; 1.39;Glendale;Arizona;United States
Lettuce, iceberg;Produce; 0.89;Beaverton;Michigan;United States
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Warsaw;Mazowieckie;Poland
Eggs, large;Dairy; 0.89;Kyoto;Kyoto;Japan
Single serve peach cups;Canned; 1.39;Byron;New York;United States
Applesauce cups (reg/cinnamon);Canned; 0.89;Sofia;Sofiya;Bulgaria
L'Oven Fresh white bread;Baked goods; 0.59;Port Harcourt;Rivers;Nigeria
Butter;Dairy; 1.99;Jose Leon Suarez;Buenos Aires;Argentina
Spoon size shredded wheat;Cereal; 1.69;Bluff City;Kansas;United States
Belmont chocolate chip cookies;Snack; 1.49;Sofia;Sofiya;Bulgaria
Mushrooms;Produce; 0.99;Cologne;Nordrhein-Westfalen;Germany
Single serve peach cups;Canned; 1.39;London;Ontario;Canada
Bananas;Produce; 0.33;Hamburg;Illinois;United States
Tissues;Nonfoods; 0.89;Djerba;Madanin;Tunisia
Cheese, Colby brick;Dairy; 1.49;Holguin;Holguin;Cuba
Single serve peach cups;Canned; 1.39;Paris;Ile-De-France;France
Spoon size shredded wheat;Cereal; 1.69;Hamburg;Illinois;United States
Beef/bean burrito;Frozen; 0.29;Glendale;Arizona;United States
Peppers, tricolor pack;Produce; 1.99;Jerusalem;Yerushalayim  (Jerusalem);Israel
Lite drink mix (Crystal Lite);Beverages; 1.89;Bluff City;Kansas;United States
Applesauce cups (reg/cinnamon);Canned; 0.89;Vienna;Georgia;United States
Broccoli stir fry mixture;Frozen; 0.89;Ormond Beach;Florida;United States
Vegetarian vegetable condensed soup;Canned; 0.43;Eau Galle;Wisconsin;United States
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Herbster;Wisconsin;United States
Orange juice, not from concentrate;Dairy; 1.99;Madrid;Distrito Capital;Colombia
Belmont chocolate chip cookies;Snack; 1.49;Plymouth;Tobago;Trinidad and Tobago
Larado paper plates;Nonfoods; 0.89;Greymouth;West Coast;New Zealand
Eggs, large;Dairy; 0.89;Gafsa;Qafsah;Tunisia
Peppers, green only;Produce; 1.39;Stirling;Scotland;United Kingdom
L'Oven Fresh white bread;Baked goods; 0.59;Madrid;Distrito Capital;Colombia
Orange juice, not from concentrate;Dairy; 1.99;Blountsville;Alabama;United States
Orange juice, not from concentrate;Dairy; 1.99;Cairo;Illinois;United States
Single serve fruit/gel bowls;Canned; 1.39;Wellington;Wellington;New Zealand
Cat litter, scoopable;Nonfoods; 2.99;Finlayson;Minnesota;United States
Deluxe topping pizza;Frozen; 1.99;Vest;Kentucky;United States
Deluxe topping pizza;Frozen; 1.99;Tokyo;Tokyo;Japan
Mushrooms;Produce; 0.99;Finlayson;Minnesota;United States
Lite drink mix (Crystal Lite);Beverages; 1.89;Borden;Indiana;United States
Texas cheese toast;Frozen; 1.49;Madrid;Distrito Capital;Colombia
Potatoes, Russett;Produce; 0.89;Djerba;Madanin;Tunisia
Lettuce, iceberg;Produce; 0.89;Sliema;Malta;Malta
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Roma;Texas;United States
Single serve fruit/gel bowls;Canned; 1.39;Cattaraugus;New York;United States
Peppers, tricolor pack;Produce; 1.99;Mill Creek;Oklahoma;United States
Tissues;Nonfoods; 0.89;Milano;Lombardia;Italy
Snack crackers (ritz);Snack; 1.29;Shanghai;Shanghai;China
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Thousandsticks;Kentucky;United States
Pudding mix, choc/vanilla;Baking; 0.29;Lone Pine;California;United States
Cheese, Colby brick;Dairy; 1.49;Djerba;Madanin;Tunisia
Deluxe topping pizza;Frozen; 1.99;Tokyo;Tokyo;Japan
Applesauce cups (reg/cinnamon);Canned; 0.89;La Rochelle;Poitou-Charentes;France
Larado paper plates;Nonfoods; 0.89;Tornillo;Texas;United States
Orange juice, not from concentrate;Dairy; 1.99;Hechi;Guangxi;China
Applesauce cups (reg/cinnamon);Canned; 0.89;Warsaw;Mazowieckie;Poland
Cucumber (large);Produce; 0.49;Glendale;Arizona;United States
Cat litter, scoopable;Nonfoods; 2.99;Stirling;Scotland;United Kingdom
Single serve fruit/gel bowls;Canned; 1.39;Borden;Indiana;United States
Single serve fruit/gel bowls;Canned; 1.39;Warsaw;Mazowieckie;Poland
Baking soda;Baking; 0.39;Santa Fe;Tennessee;United States
L'Oven Fresh white bread;Baked goods; 0.59;Fengjie;Sichuan;China
Waffles;Frozen; 0.99;Beaverton;Michigan;United States
Tissues;Nonfoods; 0.89;Eau Galle;Wisconsin;United States
Lettuce, iceberg;Produce; 0.89;Greymouth;West Coast;New Zealand
Snack crackers (ritz);Snack; 1.29;Byron;New York;United States
Waffles;Frozen; 0.99;Mill Creek;Oklahoma;United States
Deluxe topping pizza;Frozen; 1.99;Cogswell;North Dakota;United States
Lettuce, iceberg;Produce; 0.89;Hechi;Guangxi;China
Peppers, tricolor pack;Produce; 1.99;Victoria Falls;Matabeleland North;Zimbabwe
Cucumber (large);Produce; 0.49;West Long Branch;New Jersey;United States
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Roma;Texas;United States
Baking soda;Baking; 0.39;Jacksonville;Alabama;United States
Waffles;Frozen; 0.99;La Rochelle;Poitou-Charentes;France
Single serve peach cups;Canned; 1.39;Malone;New York;United States
Tyson roasted chicken;Meat; 3.99;Shanghai;Shanghai;China
Wheat crackers (triscuit);Snack; 0.99;Hamburg;Illinois;United States
Orange juice, not from concentrate;Dairy; 1.99;Rogersville;Alabama;United States
Belmont chocolate chip cookies;Snack; 1.49;Hawkinsville;Georgia;United States
Rye bread, seeded;Baked goods; 0.99;Saratoga;North Carolina;United States
Lettuce, iceberg;Produce; 0.89;Bluff City;Kansas;United States
Broccoli stir fry mixture;Frozen; 0.89;Victoria Falls;Matabeleland North;Zimbabwe
Snack crackers (ritz);Snack; 1.29;Fengjie;Sichuan;China
Single serve peach cups;Canned; 1.39;Gafsa;Qafsah;Tunisia
Milk, 2%;Dairy; 2.69;Houston;Ohio;United States
Spoon size shredded wheat;Cereal; 1.69;Moscow;Moskva;Russia
Potatoes, Russett;Produce; 0.89;Campeche;Campeche;Mexico
Waffles;Frozen; 0.99;Bangkok;Krung Thep Mahanakhon;Thailand
Cheese, Colby brick;Dairy; 1.49;Bluff City;Kansas;United States
Single serve fruit/gel bowls;Canned; 1.39;West Long Branch;New Jersey;United States
Sweetener packets;Baking; 1.49;Eau Galle;Wisconsin;United States
Sweetener packets;Baking; 1.49;Vest;Kentucky;United States
Cat litter, scoopable;Nonfoods; 2.99;Greymouth;West Coast;New Zealand
Cheese, Colby brick;Dairy; 1.49;Madrid;Distrito Capital;Colombia
Peppers, green only;Produce; 1.39;Santiago;Santiago;Dominican Republic
Tissues;Nonfoods; 0.89;Thelma;Kentucky;United States
Potatoes, Russett;Produce; 0.89;San Francisco;California;United States
Vegetarian vegetable condensed soup;Canned; 0.43;Gafsa;Qafsah;Tunisia
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Chicago;Illinois;United States
Saltines;Snack; 0.69;Las Vegas;Nevada;United States
Cat litter, scoopable;Nonfoods; 2.99;Lone Pine;California;United States
Saltines;Snack; 0.69;Marthaville;Louisiana;United States
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Malone;New York;United States
Beef/bean burrito;Frozen; 0.29;Elizabeth;New Jersey;United States
Orange juice, not from concentrate;Dairy; 1.99;Tornillo;Texas;United States
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Bangkok;Krung Thep Mahanakhon;Thailand
Cat litter, scoopable;Nonfoods; 2.99;Tornillo;Texas;United States
Tyson roasted chicken;Meat; 3.99;Prudence Island;Rhode Island;United States
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Kent City;Michigan;United States
Sweetener packets;Baking; 1.49;Moscow;Moskva;Russia
Baking soda;Baking; 0.39;Fengjie;Sichuan;China
Orange juice, not from concentrate;Dairy; 1.99;Ormond Beach;Florida;United States
Waffles;Frozen; 0.99;Haslev;Vestsjalland;Denmark
Baking soda;Baking; 0.39;Kyoto;Kyoto;Japan
Pudding mix, choc/vanilla;Baking; 0.29;Molodesjnaja;Enderby Land;Antarctica
Broccoli stir fry mixture;Frozen; 0.89;Scarborough;Tobago;Trinidad and Tobago
Belmont chocolate chip cookies;Snack; 1.49;Herbster;Wisconsin;United States
Baking soda;Baking; 0.39;Hamburg;Illinois;United States
Vegetarian vegetable condensed soup;Canned; 0.43;Franklin Springs;New York;United States
Tyson roasted chicken;Meat; 3.99;Tokyo;Tokyo;Japan
Waffles;Frozen; 0.99;Mount Hope;Ohio;United States
Single serve peach cups;Canned; 1.39;Greymouth;West Coast;New Zealand
Beef/bean burrito;Frozen; 0.29;Saratoga;North Carolina;United States
Mushrooms;Produce; 0.99;San Francisco;California;United States
Milk, 2%;Dairy; 2.69;Kent City;Michigan;United States
Tissues;Nonfoods; 0.89;Gafsa;Qafsah;Tunisia
Orange juice, not from concentrate;Dairy; 1.99;Barcelona;CataluÒa;Spain
Cinnamon Grahams;Snack; 0.99;Thousandsticks;Kentucky;United States
Baking soda;Baking; 0.39;Haslev;Vestsjalland;Denmark
Snack crackers (ritz);Snack; 1.29;Molodesjnaja;Enderby Land;Antarctica
Tissues;Nonfoods; 0.89;Sarajevo;Federation of Bosnia and Herzegovina;Bosnia and Herzegovina
Celery;Produce; 0.99;Thelma;Kentucky;United States
Peppers, tricolor pack;Produce; 1.99;Herbster;Wisconsin;United States
L'Oven Fresh white bread;Baked goods; 0.59;Thousandsticks;Kentucky;United States
L'Oven Fresh white bread;Baked goods; 0.59;Santa Fe;Tennessee;United States
Cat litter, scoopable;Nonfoods; 2.99;Sliema;Malta;Malta
Rye bread, seeded;Baked goods; 0.99;Cattaraugus;New York;United States
Snack crackers (ritz);Snack; 1.29;Paris;Ile-De-France;France
Mushrooms;Produce; 0.99;Cogswell;North Dakota;United States
Pudding mix, choc/vanilla;Baking; 0.29;Sliema;Malta;Malta
Sweetener packets;Baking; 1.49;Greymouth;West Coast;New Zealand
Mushrooms;Produce; 0.99;Franklin Springs;New York;United States
Potatoes, Russett;Produce; 0.89;Eau Galle;Wisconsin;United States
Eggs, large;Dairy; 0.89;Ormond Beach;Florida;United States
L'Oven Fresh white bread;Baked goods; 0.59;Wellington;Wellington;New Zealand
Cheese, Colby brick;Dairy; 1.49;Finlayson;Minnesota;United States
Orange juice, not from concentrate;Dairy; 1.99;Cattaraugus;New York;United States
Cinnamon Grahams;Snack; 0.99;Paris;Arkansas;United States
Mushrooms;Produce; 0.99;Trondheim;Sor-Trondelag;Norway
Applesauce cups (reg/cinnamon);Canned; 0.89;Campeche;Campeche;Mexico
Lite drink mix (Crystal Lite);Beverages; 1.89;Sarajevo;Federation of Bosnia and Herzegovina;Bosnia and Herzegovina
Single serve peach cups;Canned; 1.39;Jacksonville;Alabama;United States
Larado paper plates;Nonfoods; 0.89;Borden;Indiana;United States
Peppers, tricolor pack;Produce; 1.99;Lone Pine;California;United States
Lettuce, iceberg;Produce; 0.89;Kent City;Michigan;United States
Cucumber (large);Produce; 0.49;Hechi;Guangxi;China
Lite drink mix (Crystal Lite);Beverages; 1.89;Malone;New York;United States
Sausage, brown/serve;Frozen; 0.99;Crooks;South Dakota;United States
Celery;Produce; 0.99;Victoria Falls;Matabeleland North;Zimbabwe
Wheat crackers (triscuit);Snack; 0.99;North Grafton;Massachusetts;United States
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Las Vegas;Nevada;United States
Cat litter, scoopable;Nonfoods; 2.99;Houston;Ohio;United States
Peppers, green only;Produce; 1.39;Hawkinsville;Georgia;United States
Sweetener packets;Baking; 1.49;Stirling;Scotland;United Kingdom
Butter;Dairy; 1.99;Scarborough;Tobago;Trinidad and Tobago
Potatoes, Russett;Produce; 0.89;Desmet;Idaho;United States
Potatoes, Russett;Produce; 0.89;Milano;Lombardia;Italy
Cat litter, scoopable;Nonfoods; 2.99;Malone;New York;United States
Larado paper plates;Nonfoods; 0.89;Athens;Attiki;Greece
Texas cheese toast;Frozen; 1.49;Shanghai;Shanghai;China
Snack crackers (ritz);Snack; 1.29;Venlo;Limburg;Netherlands
Sausage, brown/serve;Frozen; 0.99;Port Harcourt;Rivers;Nigeria
Beef/bean burrito;Frozen; 0.29;Jose Leon Suarez;Buenos Aires;Argentina
Rye bread, seeded;Baked goods; 0.99;Cologne;Nordrhein-Westfalen;Germany
Deluxe topping pizza;Frozen; 1.99;Hamburg;Arkansas;United States
Baking soda;Baking; 0.39;Shanghai;Shanghai;China
Spoon size shredded wheat;Cereal; 1.69;Crooks;South Dakota;United States
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Santa Fe;Tennessee;United States
Orange juice, not from concentrate;Dairy; 1.99;Hamburg;Hamburg;Germany
Eggs, large;Dairy; 0.89;Moscow;Moskva;Russia
Waffles;Frozen; 0.99;Ormond Beach;Florida;United States
Waffles;Frozen; 0.99;Byron;New York;United States
Applesauce cups (reg/cinnamon);Canned; 0.89;Cogswell;North Dakota;United States
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Hechi;Guangxi;China
Cat litter, scoopable;Nonfoods; 2.99;La Rochelle;Poitou-Charentes;France
Butter;Dairy; 1.99;Santa Fe;Tennessee;United States
Belmont chocolate chip cookies;Snack; 1.49;Djerba;Madanin;Tunisia
Pudding mix, choc/vanilla;Baking; 0.29;Saratoga;North Carolina;United States
Texas cheese toast;Frozen; 1.49;Prudence Island;Rhode Island;United States
Spoon size shredded wheat;Cereal; 1.69;Tokyo;Tokyo;Japan
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Warsaw;Mazowieckie;Poland
Saltines;Snack; 0.69;New York;New York;United States
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Borden;Indiana;United States
Peppers, tricolor pack;Produce; 1.99;Greymouth;West Coast;New Zealand
Applesauce cups (reg/cinnamon);Canned; 0.89;Thousandsticks;Kentucky;United States
Applesauce cups (reg/cinnamon);Canned; 0.89;Glendale;Arizona;United States
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Beijing;Beijing;China
Peppers, green only;Produce; 1.39;Cairo;Illinois;United States
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Eau Galle;Wisconsin;United States
Broccoli stir fry mixture;Frozen; 0.89;Rogersville;Alabama;United States
Mushrooms;Produce; 0.99;Campeche;Campeche;Mexico
Texas cheese toast;Frozen; 1.49;Kent City;Michigan;United States
Cinnamon Grahams;Snack; 0.99;Lone Pine;California;United States
Sausage, brown/serve;Frozen; 0.99;Eau Galle;Wisconsin;United States
Sausage, brown/serve;Frozen; 0.99;Chicago;Illinois;United States
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Jerusalem;Yerushalayim  (Jerusalem);Israel
Cinnamon Grahams;Snack; 0.99;Campeche;Campeche;Mexico
Deluxe topping pizza;Frozen; 1.99;Tokyo;Tokyo;Japan
Wheat crackers (triscuit);Snack; 0.99;Athens;Attiki;Greece
Spoon size shredded wheat;Cereal; 1.69;Sliema;Malta;Malta
Waffles;Frozen; 0.99;Rogersville;Alabama;United States
Peppers, green only;Produce; 1.39;Fengjie;Sichuan;China
Deluxe topping pizza;Frozen; 1.99;Milano;Lombardia;Italy
Sweetener packets;Baking; 1.49;Beaverton;Michigan;United States
Wheat crackers (triscuit);Snack; 0.99;Bangkok;Krung Thep Mahanakhon;Thailand
Peppers, green only;Produce; 1.39;Stirling;Scotland;United Kingdom
Peppers, green only;Produce; 1.39;Jose Leon Suarez;Buenos Aires;Argentina
Baking soda;Baking; 0.39;Crooks;South Dakota;United States
Orange juice, not from concentrate;Dairy; 1.99;Elizabeth;New Jersey;United States
Baking soda;Baking; 0.39;Mill Creek;Oklahoma;United States
Sweetener packets;Baking; 1.49;Finlayson;Minnesota;United States
Single serve fruit/gel bowls;Canned; 1.39;Seven Rivers;Westmoreland;Jamaica
Eggs, large;Dairy; 0.89;Paris;Ile-De-France;France
Cucumber (large);Produce; 0.49;Haslev;Vestsjalland;Denmark
Cucumber (large);Produce; 0.49;Montpellier;Languedoc-Roussillon;France
Belmont chocolate chip cookies;Snack; 1.49;Finlayson;Minnesota;United States
Wheat crackers (triscuit);Snack; 0.99;Tornillo;Texas;United States
Baking soda;Baking; 0.39;North Grafton;Massachusetts;United States
Snack crackers (ritz);Snack; 1.29;West Long Branch;New Jersey;United States
Butter;Dairy; 1.99;Haslev;Vestsjalland;Denmark
Milk, 2%;Dairy; 2.69;Greymouth;West Coast;New Zealand
Tissues;Nonfoods; 0.89;Roxborough;Tobago;Trinidad and Tobago
Sausage, brown/serve;Frozen; 0.99;Chicago;Illinois;United States
Tissues;Nonfoods; 0.89;Kent City;Michigan;United States
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Roma;Texas;United States
Lite drink mix (Crystal Lite);Beverages; 1.89;Jose Leon Suarez;Buenos Aires;Argentina
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Moscow;Moskva;Russia
Peppers, tricolor pack;Produce; 1.99;Helsinki;Etela-Suomen Laani;Finland
L'Oven Fresh white bread;Baked goods; 0.59;Graysville;Tennessee;United States
Wheat crackers (triscuit);Snack; 0.99;Roxborough;Tobago;Trinidad and Tobago
Single serve peach cups;Canned; 1.39;Beaverton;Michigan;United States
Cucumber (large);Produce; 0.49;Hechi;Guangxi;China
Applesauce cups (reg/cinnamon);Canned; 0.89;Roxborough;Tobago;Trinidad and Tobago
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Vest;Kentucky;United States
Belmont chocolate chip cookies;Snack; 1.49;Stirling;Scotland;United Kingdom
Snack crackers (ritz);Snack; 1.29;Malone;New York;United States
Snack crackers (ritz);Snack; 1.29;Hamburg;Illinois;United States
Butter;Dairy; 1.99;Shanghai;Shanghai;China
Lettuce, iceberg;Produce; 0.89;Douglas City;California;United States
Tyson roasted chicken;Meat; 3.99;Athens;Attiki;Greece
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Molodesjnaja;Enderby Land;Antarctica
Cat litter, scoopable;Nonfoods; 2.99;Haslev;Vestsjalland;Denmark
Celery;Produce; 0.99;Blountsville;Alabama;United States
Milk, 2%;Dairy; 2.69;Port Harcourt;Rivers;Nigeria
Waffles;Frozen; 0.99;West Long Branch;New Jersey;United States
Eggs, large;Dairy; 0.89;Plymouth;Tobago;Trinidad and Tobago
Cinnamon Grahams;Snack; 0.99;Thousandsticks;Kentucky;United States
Texas cheese toast;Frozen; 1.49;Santiago del Estero;Santiago del Estero;Argentina
Snack crackers (ritz);Snack; 1.29;Vienna;Georgia;United States
Sausage, brown/serve;Frozen; 0.99;San Francisco;California;United States
L'Oven Fresh white bread;Baked goods; 0.59;Cairo;Illinois;United States
Cheese, Colby brick;Dairy; 1.49;Saratoga;North Carolina;United States
Bananas;Produce; 0.33;Plymouth;Tobago;Trinidad and Tobago
Snack crackers (ritz);Snack; 1.29;St Andrews;Scotland;United Kingdom
Cheese, Colby brick;Dairy; 1.49;Cologne;Nordrhein-Westfalen;Germany
Baking soda;Baking; 0.39;Kent City;Michigan;United States
Tissues;Nonfoods; 0.89;Los Angeles;California;United States
Cookies, chocolate sandwich (Oreo);Snack; 0.99;Hechi;Guangxi;China
Celery;Produce; 0.99;Las Vegas;Nevada;United States
Saltines;Snack; 0.69;West Long Branch;New Jersey;United States
Applesauce cups (reg/cinnamon);Canned; 0.89;Seven Rivers;Westmoreland;Jamaica
Snack crackers (ritz);Snack; 1.29;Lone Pine;California;United States
Celery;Produce; 0.99;Tokyo;Tokyo;Japan
Celery;Produce; 0.99;Kyoto;Kyoto;Japan
L'Oven Fresh white bread;Baked goods; 0.59;La Rochelle;Poitou-Charentes;France
Mushrooms;Produce; 0.99;Stirling;Scotland;United Kingdom
Orange juice, not from concentrate;Dairy; 1.99;Eau Galle;Wisconsin;United States
Beef/bean burrito;Frozen; 0.29;Cushing;Texas;United States
Lettuce, iceberg;Produce; 0.89;New York;New York;United States
Peppers, green only;Produce; 1.39;Hechi;Guangxi;China
Saltines;Snack; 0.69;New York;New York;United States
Rye bread, seeded;Baked goods; 0.99;Ormond Beach;Florida;United States
Milk, 2%;Dairy; 2.69;Gafsa;Qafsah;Tunisia
Peppers, tricolor pack;Produce; 1.99;Roxborough;Tobago;Trinidad and Tobago
Lite drink mix (Crystal Lite);Beverages; 1.89;Houston;Ohio;United States
Peppers, green only;Produce; 1.39;Thelma;Kentucky;United States
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Jerusalem;Yerushalayim  (Jerusalem);Israel
Beef/bean burrito;Frozen; 0.29;Davos;Graubunden;Switzerland
Applesauce cups (reg/cinnamon);Canned; 0.89;Cologne;Nordrhein-Westfalen;Germany
Bananas;Produce; 0.33;Seven Rivers;Westmoreland;Jamaica
Tyson roasted chicken;Meat; 3.99;Tornillo;Texas;United States
Cheese, Feta, blue or gorgonzola tub;Dairy; 1.69;Milano;Lombardia;Italy
Celery;Produce; 0.99;Santiago;Santiago;Dominican Republic
Cinnamon Grahams;Snack; 0.99;Chicago;Illinois;United States
Vegetarian vegetable condensed soup;Canned; 0.43;North Grafton;Massachusetts;United States
Vegetarian vegetable condensed soup;Canned; 0.43;Sarajevo;Federation of Bosnia and Herzegovina;Bosnia and Herzegovina
Belmont chocolate chip cookies;Snack; 1.49;Vienna;Georgia;United States
Cheese, Deli style slices, Swiss, Provolone or Muenster;Dairy; 1.69;Lone Pine;California;United States
Wheat crackers (triscuit);Snack; 0.99;Sofia;Sofiya;Bulgaria
Cat litter, scoopable;Nonfoods; 2.99;Los Angeles;California;United States
Tyson roasted chicken;Meat; 3.99;Graysville;Tennessee;United States
Waffles;Frozen; 0.99;Sliema;Malta;Malta
Pudding mix, choc/vanilla;Baking; 0.29;Rogersville;Alabama;United States
Saltines;Snack; 0.69;Madrid;Distrito Capital;Colombia
Cookies, chocolate sandwich (Oreo);Snack; 0.99;La Rochelle;Poitou-Charentes;France
L'Oven Fresh white bread;Baked goods; 0.59;La Rochelle;Poitou-Charentes;France
Sweetener packets;Baking; 1.49;Cattaraugus;New York;United States
Sausage, brown/serve;Frozen; 0.99;Cushing;Texas;United States
Deluxe topping pizza;Frozen; 1.99;San Francisco;California;United States
Potatoes, Russett;Produce; 0.89;Beaverton;Michigan;United States
Rye bread, seeded;Baked goods; 0.99;Cushing;Texas;United States
Saltines;Snack; 0.69;Barcelona;CataluÒa;Spain
Lite drink mix (Crystal Lite);Beverages; 1.89;Fengjie;Sichuan;China
Larado paper plates;Nonfoods; 0.89;Franklin Springs;New York;United States
L'Oven Fresh white bread;Baked goods; 0.59;New York;New York;United States
Potatoes, Russett;Produce; 0.89;Douglas City;California;United States
Tissues;Nonfoods; 0.89;Venlo;Limburg;Netherlands
Tissues;Nonfoods; 0.89;Cushing;Texas;United States
Milk, 2%;Dairy; 2.69;Wellington;Wellington;New Zealand
